Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
160	611	0	1.82347022	101328.933	101328.93	101328.925	101328.935	0.0106817931	0.0883363954	0	100	0	0	3
161	614	0	1.83486691	101328.933	101328.93	101328.925	101328.935	0.0106817931	0.0883363954	0	100	0	0	3
162	617	0	1.8462636	101328.933	101328.93	101328.925	101328.935	0.0102926057	0.0883363954	0	100	0	0	3
163	620	0	1.85766029	101328.933	101328.93	101328.925	101328.935	0.0102926057	0.0883363954	0	100	0	0	3
164	623	0	1.86905698	101328.934	101328.93	101328.925	101328.935	0.00995562095	0.0883363954	0	100	0	0	3
165	626	0	1.88045367	101328.933	101328.93	101328.925	101328.935	0.0093777383	0.0883363954	0	100	0	0	3
166	629	0	1.89185035	101328.935	101328.931	101328.925	101328.935	0.00875881659	0.0883363954	0	100	0	0	3
167	633	0	1.90324704	101328.934	101328.931	101328.925	101328.935	0.00820003399	0.0883363954	0	100	0	0	3
168	636	0	1.91464373	101328.936	101328.931	101328.925	101328.936	0.00754782037	0.0883363954	0	100	0	0	3
169	639	0	1.92604042	101328.934	101328.931	101328.925	101328.936	0.00694181144	0.0883363954	0	100	0	0	3
170	642	0	1.93743711	101328.936	101328.931	101328.925	101328.936	0.00639190868	0.0883363954	0	100	0	0	3
171	645	0	1.9488338	101328.936	101328.931	101328.925	101328.936	0.00586369795	0.0883363954	0	100	0	0	3
172	648	0	1.96023049	101328.94	101328.932	101328.925	101328.94	0.00532160458	0.0883363954	0	100	0	0	3
173	651	0	1.97162718	101328.937	101328.932	101328.925	101328.94	0.00483088628	0.0883363954	0	100	0	0	3
174	654	0	1.98302387	101328.941	101328.932	101328.925	101328.941	0.00440199704	0.0883363954	0	100	0	0	3
175	657	0	1.99442055	101328.94	101328.933	101328.925	101328.941	0.00404195287	0.0883363954	0	100	0	0	3
176	660	0	2.00581724	101328.943	101328.933	101328.927	101328.943	0.00370000974	0.0883363954	0	100	0	0	3
177	663	0	2.01721393	101328.942	101328.934	101328.928	101328.943	0.00340140969	0.0883363954	0	100	0	0	3
178	666	0	2.02861062	101328.945	101328.934	101328.929	101328.945	0.00360776791	0.0883363954	0	100	0	0	3
179	669	0	2.04000731	101328.943	101328.934	101328.929	101328.945	0.00390464226	0.0883363954	0	100	0	0	3
180	672	0	2.051404	101328.945	101328.935	101328.929	101328.945	0.00426422486	0.0883363954	0	100	0	0	3
181	676	0	2.06280069	101328.947	101328.935	101328.929	101328.947	0.00462618982	0.0883363954	0	100	0	0	3
182	679	0	2.07419738	101328.945	101328.935	101328.929	101328.947	0.00496697231	0.0883363954	0	100	0	0	3
183	682	0	2.08559407	101328.944	101328.936	101328.929	101328.947	0.00528610752	0.0883363954	0	100	0	0	3
184	685	0	2.09699075	101328.945	101328.936	101328.929	101328.947	0.00564262446	0.0883363954	0	100	0	0	3
185	688	0	2.10838744	101328.943	101328.936	101328.93	101328.947	0.00597292872	0.0883363954	0	100	0	0	3
186	691	0	2.11978413	101328.946	101328.937	101328.93	101328.947	0.00632488368	0.0883363954	0	100	0	0	3
187	694	0	2.13118082	101328.945	101328.937	101328.93	101328.947	0.00663162352	0.0883363954	0	100	0	0	3
